record_set,benchmark,memory_system,scope,model_label,scale,budget,n,unbudgeted_success_count,pass_count,wrong_within_budget_count,budget_exhausted_count,unbudgeted_success,pass_at_b,p_wrong,p_exh,mean_calls,median_calls,p90_calls
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,100,6,500,2,2,498,0,0.004,0.004,0.996,0.0,2.67,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,200,1,500,4,3,256,241,0.008,0.006,0.512,0.482,2.636,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,200,2,500,4,4,312,184,0.008,0.008,0.624,0.368,2.636,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,200,3,500,4,4,333,163,0.008,0.008,0.666,0.326,2.636,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,200,4,500,4,4,365,131,0.008,0.008,0.73,0.262,2.636,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,200,5,500,4,4,397,99,0.008,0.008,0.794,0.198,2.636,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,200,6,500,4,4,496,0,0.008,0.008,0.992,0.0,2.636,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,300,1,500,10,8,306,186,0.02,0.016,0.612,0.372,2.27,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,300,2,500,10,8,345,147,0.02,0.016,0.69,0.294,2.27,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,300,3,500,10,8,363,129,0.02,0.016,0.726,0.258,2.27,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,300,4,500,10,8,390,102,0.02,0.016,0.78,0.204,2.27,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,300,5,500,10,8,421,71,0.02,0.016,0.842,0.142,2.27,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,300,6,500,10,10,490,0,0.02,0.02,0.98,0.0,2.27,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,400,1,500,9,6,289,205,0.018,0.012,0.578,0.41,2.348,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,400,2,500,9,8,341,151,0.018,0.016,0.682,0.302,2.348,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,400,3,500,9,8,361,131,0.018,0.016,0.722,0.262,2.348,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,400,4,500,9,8,389,103,0.018,0.016,0.778,0.206,2.348,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,400,5,500,9,9,407,84,0.018,0.018,0.814,0.168,2.348,1.0,6.0
additional_interfaces,LongMemEval,MemOS-Tree,additional_interface_coverage,Qwen 8B,400,6,500,9,9,491,0,0.018,0.018,0.982,0.0,2.348,1.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,0,1,500,368,180,39,281,0.736,0.36,0.078,0.562,3.364,3.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,0,2,500,368,195,46,259,0.736,0.39,0.092,0.518,3.364,3.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,0,3,500,368,221,51,228,0.736,0.442,0.102,0.456,3.364,3.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,0,4,500,368,232,56,212,0.736,0.464,0.112,0.424,3.364,3.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,0,5,500,368,236,62,202,0.736,0.472,0.124,0.404,3.364,3.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,0,6,500,368,368,132,0,0.736,0.736,0.264,0.0,3.364,3.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,100,1,500,275,77,17,406,0.55,0.154,0.034,0.812,4.792,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,100,2,500,275,90,24,386,0.55,0.18,0.048,0.772,4.792,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,100,3,500,275,99,26,375,0.55,0.198,0.052,0.75,4.792,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,100,4,500,275,102,29,369,0.55,0.204,0.058,0.738,4.792,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,100,5,500,275,109,31,360,0.55,0.218,0.062,0.72,4.792,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,100,6,500,275,275,225,0,0.55,0.55,0.45,0.0,4.792,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,200,1,500,241,64,22,414,0.482,0.128,0.044,0.828,4.898,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,200,2,500,241,77,27,396,0.482,0.154,0.054,0.792,4.898,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,200,3,500,241,81,32,387,0.482,0.162,0.064,0.774,4.898,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,200,4,500,241,84,36,380,0.482,0.168,0.072,0.76,4.898,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,200,5,500,241,90,38,372,0.482,0.18,0.076,0.744,4.898,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,200,6,500,241,241,259,0,0.482,0.482,0.518,0.0,4.898,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,300,1,500,234,65,30,405,0.468,0.13,0.06,0.81,4.752,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,300,2,500,234,79,35,386,0.468,0.158,0.07,0.772,4.752,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,300,3,500,234,85,48,367,0.468,0.17,0.096,0.734,4.752,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,300,4,500,234,87,49,364,0.468,0.174,0.098,0.728,4.752,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,300,5,500,234,93,53,354,0.468,0.186,0.106,0.708,4.752,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,300,6,500,234,234,266,0,0.468,0.468,0.532,0.0,4.752,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,400,1,500,230,58,25,417,0.46,0.116,0.05,0.834,4.934,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,400,2,500,230,71,31,398,0.46,0.142,0.062,0.796,4.934,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,400,3,500,230,75,34,391,0.46,0.15,0.068,0.782,4.934,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,400,4,500,230,80,36,384,0.46,0.16,0.072,0.768,4.934,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,400,5,500,230,82,41,377,0.46,0.164,0.082,0.754,4.934,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 235B,400,6,500,230,230,270,0,0.46,0.46,0.54,0.0,4.934,6.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,0,1,500,310,202,79,219,0.62,0.404,0.158,0.438,3.016,1.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,0,2,500,310,208,86,206,0.62,0.416,0.172,0.412,3.016,1.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,0,3,500,310,212,89,199,0.62,0.424,0.178,0.398,3.016,1.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,0,4,500,310,213,92,195,0.62,0.426,0.184,0.39,3.016,1.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,0,5,500,310,214,97,189,0.62,0.428,0.194,0.378,3.016,1.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,0,6,500,310,310,190,0,0.62,0.62,0.38,0.0,3.016,1.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,100,1,500,52,13,87,400,0.104,0.026,0.174,0.8,4.166,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,100,2,500,52,18,138,344,0.104,0.036,0.276,0.688,4.166,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,100,3,500,52,21,165,314,0.104,0.042,0.33,0.628,4.166,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,100,4,500,52,27,192,281,0.104,0.054,0.384,0.562,4.166,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,100,5,500,52,35,221,244,0.104,0.07,0.442,0.488,4.166,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,100,6,500,52,52,448,0,0.104,0.104,0.896,0.0,4.166,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,200,1,500,64,29,79,392,0.128,0.058,0.158,0.784,4.094,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,200,2,500,64,42,121,337,0.128,0.084,0.242,0.674,4.094,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,200,3,500,64,47,141,312,0.128,0.094,0.282,0.624,4.094,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,200,4,500,64,51,181,268,0.128,0.102,0.362,0.536,4.094,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,200,5,500,64,54,208,238,0.128,0.108,0.416,0.476,4.094,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,200,6,500,64,64,436,0,0.128,0.128,0.872,0.0,4.094,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,300,1,500,46,18,89,393,0.092,0.036,0.178,0.786,3.968,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,300,2,500,46,27,141,332,0.092,0.054,0.282,0.664,3.968,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,300,3,500,46,33,174,293,0.092,0.066,0.348,0.586,3.968,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,300,4,500,46,36,210,254,0.092,0.072,0.42,0.508,3.968,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,300,5,500,46,42,246,212,0.092,0.084,0.492,0.424,3.968,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,300,6,500,46,46,454,0,0.092,0.092,0.908,0.0,3.968,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,400,1,500,30,11,101,388,0.06,0.022,0.202,0.776,4.022,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,400,2,500,30,14,141,345,0.06,0.028,0.282,0.69,4.022,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,400,3,500,30,16,178,306,0.06,0.032,0.356,0.612,4.022,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,400,4,500,30,22,222,256,0.06,0.044,0.444,0.512,4.022,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,400,5,500,30,23,261,216,0.06,0.046,0.522,0.432,4.022,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 32B,400,6,500,30,30,470,0,0.06,0.06,0.94,0.0,4.022,5.0,6.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,0,1,500,263,256,225,19,0.526,0.512,0.45,0.038,1.122,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,0,2,500,263,258,229,13,0.526,0.516,0.458,0.026,1.122,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,0,3,500,263,260,230,10,0.526,0.52,0.46,0.02,1.122,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,0,4,500,263,260,230,10,0.526,0.52,0.46,0.02,1.122,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,0,5,500,263,260,231,9,0.526,0.52,0.462,0.018,1.122,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,0,6,500,263,263,237,0,0.526,0.526,0.474,0.0,1.122,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,100,1,500,12,12,471,17,0.024,0.024,0.942,0.034,1.044,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,100,2,500,12,12,486,2,0.024,0.024,0.972,0.004,1.044,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,100,3,500,12,12,487,1,0.024,0.024,0.974,0.002,1.044,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,100,4,500,12,12,487,1,0.024,0.024,0.974,0.002,1.044,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,100,5,500,12,12,487,1,0.024,0.024,0.974,0.002,1.044,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,100,6,500,12,12,488,0,0.024,0.024,0.976,0.0,1.044,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,200,1,500,29,28,448,24,0.058,0.056,0.896,0.048,1.096,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,200,2,500,29,28,462,10,0.058,0.056,0.924,0.02,1.096,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,200,3,500,29,29,465,6,0.058,0.058,0.93,0.012,1.096,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,200,4,500,29,29,466,5,0.058,0.058,0.932,0.01,1.096,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,200,5,500,29,29,468,3,0.058,0.058,0.936,0.006,1.096,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,200,6,500,29,29,471,0,0.058,0.058,0.942,0.0,1.096,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,300,1,500,13,13,472,15,0.026,0.026,0.944,0.03,1.042,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,300,2,500,13,13,483,4,0.026,0.026,0.966,0.008,1.042,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,300,3,500,13,13,485,2,0.026,0.026,0.97,0.004,1.042,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,300,4,500,13,13,487,0,0.026,0.026,0.974,0.0,1.042,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,300,5,500,13,13,487,0,0.026,0.026,0.974,0.0,1.042,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,300,6,500,13,13,487,0,0.026,0.026,0.974,0.0,1.042,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,400,1,500,12,12,480,8,0.024,0.024,0.96,0.016,1.022,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,400,2,500,12,12,486,2,0.024,0.024,0.972,0.004,1.022,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,400,3,500,12,12,487,1,0.024,0.024,0.974,0.002,1.022,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,400,4,500,12,12,488,0,0.024,0.024,0.976,0.0,1.022,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,400,5,500,12,12,488,0,0.024,0.024,0.976,0.0,1.022,1.0,1.0
additional_interfaces,LongMemEval,MemOS-text,additional_interface_coverage,Qwen 8B,400,6,500,12,12,488,0,0.024,0.024,0.976,0.0,1.022,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,0,1,282,181,181,101,0,0.6418439716312057,0.6418439716312057,0.35815602836879434,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,0,2,282,181,181,101,0,0.6418439716312057,0.6418439716312057,0.35815602836879434,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,0,3,282,181,181,101,0,0.6418439716312057,0.6418439716312057,0.35815602836879434,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,0,4,282,181,181,101,0,0.6418439716312057,0.6418439716312057,0.35815602836879434,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,0,5,282,181,181,101,0,0.6418439716312057,0.6418439716312057,0.35815602836879434,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,0,6,282,181,181,101,0,0.6418439716312057,0.6418439716312057,0.35815602836879434,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,100,1,282,188,188,94,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,100,2,282,188,188,94,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,100,3,282,188,188,94,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,100,4,282,188,188,94,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,100,5,282,188,188,94,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,100,6,282,188,188,94,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,200,1,282,182,182,100,0,0.6453900709219859,0.6453900709219859,0.3546099290780142,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,200,2,282,182,182,100,0,0.6453900709219859,0.6453900709219859,0.3546099290780142,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,200,3,282,182,182,100,0,0.6453900709219859,0.6453900709219859,0.3546099290780142,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,200,4,282,182,182,100,0,0.6453900709219859,0.6453900709219859,0.3546099290780142,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,200,5,282,182,182,100,0,0.6453900709219859,0.6453900709219859,0.3546099290780142,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,200,6,282,182,182,100,0,0.6453900709219859,0.6453900709219859,0.3546099290780142,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,300,1,282,184,184,98,0,0.6524822695035462,0.6524822695035462,0.3475177304964539,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,300,2,282,184,184,98,0,0.6524822695035462,0.6524822695035462,0.3475177304964539,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,300,3,282,184,184,98,0,0.6524822695035462,0.6524822695035462,0.3475177304964539,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,300,4,282,184,184,98,0,0.6524822695035462,0.6524822695035462,0.3475177304964539,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,300,5,282,184,184,98,0,0.6524822695035462,0.6524822695035462,0.3475177304964539,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,300,6,282,184,184,98,0,0.6524822695035462,0.6524822695035462,0.3475177304964539,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,400,1,282,179,179,103,0,0.6347517730496454,0.6347517730496454,0.36524822695035464,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,400,2,282,179,179,103,0,0.6347517730496454,0.6347517730496454,0.36524822695035464,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,400,3,282,179,179,103,0,0.6347517730496454,0.6347517730496454,0.36524822695035464,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,400,4,282,179,179,103,0,0.6347517730496454,0.6347517730496454,0.36524822695035464,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,400,5,282,179,179,103,0,0.6347517730496454,0.6347517730496454,0.36524822695035464,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 235B,400,6,282,179,179,103,0,0.6347517730496454,0.6347517730496454,0.36524822695035464,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,0,1,282,173,173,109,0,0.6134751773049646,0.6134751773049646,0.38652482269503546,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,0,2,282,173,173,109,0,0.6134751773049646,0.6134751773049646,0.38652482269503546,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,0,3,282,173,173,109,0,0.6134751773049646,0.6134751773049646,0.38652482269503546,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,0,4,282,173,173,109,0,0.6134751773049646,0.6134751773049646,0.38652482269503546,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,0,5,282,173,173,109,0,0.6134751773049646,0.6134751773049646,0.38652482269503546,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,0,6,282,173,173,109,0,0.6134751773049646,0.6134751773049646,0.38652482269503546,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,100,1,282,166,166,116,0,0.5886524822695035,0.5886524822695035,0.41134751773049644,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,100,2,282,166,166,116,0,0.5886524822695035,0.5886524822695035,0.41134751773049644,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,100,3,282,166,166,116,0,0.5886524822695035,0.5886524822695035,0.41134751773049644,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,100,4,282,166,166,116,0,0.5886524822695035,0.5886524822695035,0.41134751773049644,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,100,5,282,166,166,116,0,0.5886524822695035,0.5886524822695035,0.41134751773049644,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,100,6,282,166,166,116,0,0.5886524822695035,0.5886524822695035,0.41134751773049644,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,200,1,282,169,169,113,0,0.599290780141844,0.599290780141844,0.40070921985815605,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,200,2,282,169,169,113,0,0.599290780141844,0.599290780141844,0.40070921985815605,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,200,3,282,169,169,113,0,0.599290780141844,0.599290780141844,0.40070921985815605,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,200,4,282,169,169,113,0,0.599290780141844,0.599290780141844,0.40070921985815605,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,200,5,282,169,169,113,0,0.599290780141844,0.599290780141844,0.40070921985815605,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,200,6,282,169,169,113,0,0.599290780141844,0.599290780141844,0.40070921985815605,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,300,1,282,170,170,112,0,0.6028368794326241,0.6028368794326241,0.3971631205673759,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,300,2,282,170,170,112,0,0.6028368794326241,0.6028368794326241,0.3971631205673759,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,300,3,282,170,170,112,0,0.6028368794326241,0.6028368794326241,0.3971631205673759,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,300,4,282,170,170,112,0,0.6028368794326241,0.6028368794326241,0.3971631205673759,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,300,5,282,170,170,112,0,0.6028368794326241,0.6028368794326241,0.3971631205673759,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,300,6,282,170,170,112,0,0.6028368794326241,0.6028368794326241,0.3971631205673759,0.0,1.0,1.0,1.0
