record_set,benchmark,memory_system,scope,model_label,scale,budget,n,unbudgeted_success_count,pass_count,wrong_within_budget_count,budget_exhausted_count,unbudgeted_success,pass_at_b,p_wrong,p_exh,mean_calls,median_calls,p90_calls
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,400,1,282,165,165,117,0,0.5851063829787234,0.5851063829787234,0.4148936170212766,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,400,2,282,165,165,117,0,0.5851063829787234,0.5851063829787234,0.4148936170212766,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,400,3,282,165,165,117,0,0.5851063829787234,0.5851063829787234,0.4148936170212766,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,400,4,282,165,165,117,0,0.5851063829787234,0.5851063829787234,0.4148936170212766,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,400,5,282,165,165,117,0,0.5851063829787234,0.5851063829787234,0.4148936170212766,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 32B,400,6,282,165,165,117,0,0.5851063829787234,0.5851063829787234,0.4148936170212766,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,0,1,282,164,164,118,0,0.5815602836879432,0.5815602836879432,0.41843971631205673,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,0,2,282,164,164,118,0,0.5815602836879432,0.5815602836879432,0.41843971631205673,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,0,3,282,164,164,118,0,0.5815602836879432,0.5815602836879432,0.41843971631205673,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,0,4,282,164,164,118,0,0.5815602836879432,0.5815602836879432,0.41843971631205673,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,0,5,282,164,164,118,0,0.5815602836879432,0.5815602836879432,0.41843971631205673,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,0,6,282,164,164,118,0,0.5815602836879432,0.5815602836879432,0.41843971631205673,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,100,1,282,161,161,121,0,0.5709219858156028,0.5709219858156028,0.42907801418439717,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,100,2,282,161,161,121,0,0.5709219858156028,0.5709219858156028,0.42907801418439717,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,100,3,282,161,161,121,0,0.5709219858156028,0.5709219858156028,0.42907801418439717,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,100,4,282,161,161,121,0,0.5709219858156028,0.5709219858156028,0.42907801418439717,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,100,5,282,161,161,121,0,0.5709219858156028,0.5709219858156028,0.42907801418439717,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,100,6,282,161,161,121,0,0.5709219858156028,0.5709219858156028,0.42907801418439717,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,200,1,282,163,163,119,0,0.5780141843971631,0.5780141843971631,0.4219858156028369,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,200,2,282,163,163,119,0,0.5780141843971631,0.5780141843971631,0.4219858156028369,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,200,3,282,163,163,119,0,0.5780141843971631,0.5780141843971631,0.4219858156028369,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,200,4,282,163,163,119,0,0.5780141843971631,0.5780141843971631,0.4219858156028369,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,200,5,282,163,163,119,0,0.5780141843971631,0.5780141843971631,0.4219858156028369,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,200,6,282,163,163,119,0,0.5780141843971631,0.5780141843971631,0.4219858156028369,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,300,1,282,160,160,122,0,0.5673758865248227,0.5673758865248227,0.4326241134751773,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,300,2,282,160,160,122,0,0.5673758865248227,0.5673758865248227,0.4326241134751773,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,300,3,282,160,160,122,0,0.5673758865248227,0.5673758865248227,0.4326241134751773,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,300,4,282,160,160,122,0,0.5673758865248227,0.5673758865248227,0.4326241134751773,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,300,5,282,160,160,122,0,0.5673758865248227,0.5673758865248227,0.4326241134751773,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,300,6,282,160,160,122,0,0.5673758865248227,0.5673758865248227,0.4326241134751773,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,400,1,282,158,158,124,0,0.5602836879432624,0.5602836879432624,0.4397163120567376,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,400,2,282,158,158,124,0,0.5602836879432624,0.5602836879432624,0.4397163120567376,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,400,3,282,158,158,124,0,0.5602836879432624,0.5602836879432624,0.4397163120567376,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,400,4,282,158,158,124,0,0.5602836879432624,0.5602836879432624,0.4397163120567376,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,400,5,282,158,158,124,0,0.5602836879432624,0.5602836879432624,0.4397163120567376,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,HippoRAG,main_complete,Qwen 8B,400,6,282,158,158,124,0,0.5602836879432624,0.5602836879432624,0.4397163120567376,0.0,1.0,1.0,1.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,0,1,282,210,164,32,86,0.7446808510638298,0.5815602836879432,0.11347517730496454,0.3049645390070922,1.4397163120567376,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,0,2,282,210,196,50,36,0.7446808510638298,0.6950354609929078,0.1773049645390071,0.1276595744680851,1.4397163120567376,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,0,3,282,210,210,70,2,0.7446808510638298,0.7446808510638298,0.24822695035460993,0.0070921985815602835,1.4397163120567376,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,0,4,282,210,210,72,0,0.7446808510638298,0.7446808510638298,0.2553191489361702,0.0,1.4397163120567376,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,0,5,282,210,210,72,0,0.7446808510638298,0.7446808510638298,0.2553191489361702,0.0,1.4397163120567376,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,0,6,282,210,210,72,0,0.7446808510638298,0.7446808510638298,0.2553191489361702,0.0,1.4397163120567376,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,100,1,282,205,168,38,76,0.7269503546099291,0.5957446808510638,0.1347517730496454,0.2695035460992908,1.4113475177304964,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,100,2,282,205,190,60,32,0.7269503546099291,0.6737588652482269,0.2127659574468085,0.11347517730496454,1.4113475177304964,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,100,3,282,205,204,70,8,0.7269503546099291,0.723404255319149,0.24822695035460993,0.028368794326241134,1.4113475177304964,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,100,4,282,205,205,77,0,0.7269503546099291,0.7269503546099291,0.2730496453900709,0.0,1.4113475177304964,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,100,5,282,205,205,77,0,0.7269503546099291,0.7269503546099291,0.2730496453900709,0.0,1.4113475177304964,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,100,6,282,205,205,77,0,0.7269503546099291,0.7269503546099291,0.2730496453900709,0.0,1.4113475177304964,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,200,1,282,213,168,30,84,0.7553191489361702,0.5957446808510638,0.10638297872340426,0.2978723404255319,1.4184397163120568,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,200,2,282,213,201,51,30,0.7553191489361702,0.7127659574468085,0.18085106382978725,0.10638297872340426,1.4184397163120568,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,200,3,282,213,212,67,3,0.7553191489361702,0.75177304964539,0.2375886524822695,0.010638297872340425,1.4184397163120568,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,200,4,282,213,213,68,1,0.7553191489361702,0.7553191489361702,0.24113475177304963,0.0035460992907801418,1.4184397163120568,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,200,5,282,213,213,69,0,0.7553191489361702,0.7553191489361702,0.24468085106382978,0.0,1.4184397163120568,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,200,6,282,213,213,69,0,0.7553191489361702,0.7553191489361702,0.24468085106382978,0.0,1.4184397163120568,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,300,1,282,210,170,30,82,0.7446808510638298,0.6028368794326241,0.10638297872340426,0.2907801418439716,1.429078014184397,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,300,2,282,210,200,49,33,0.7446808510638298,0.7092198581560284,0.17375886524822695,0.11702127659574468,1.429078014184397,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,300,3,282,210,207,69,6,0.7446808510638298,0.7340425531914894,0.24468085106382978,0.02127659574468085,1.429078014184397,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,300,4,282,210,210,72,0,0.7446808510638298,0.7446808510638298,0.2553191489361702,0.0,1.429078014184397,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,300,5,282,210,210,72,0,0.7446808510638298,0.7446808510638298,0.2553191489361702,0.0,1.429078014184397,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,300,6,282,210,210,72,0,0.7446808510638298,0.7446808510638298,0.2553191489361702,0.0,1.429078014184397,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,400,1,282,196,161,37,84,0.6950354609929078,0.5709219858156028,0.13120567375886524,0.2978723404255319,1.429078014184397,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,400,2,282,196,187,59,36,0.6950354609929078,0.6631205673758865,0.20921985815602837,0.1276595744680851,1.429078014184397,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,400,3,282,196,196,85,1,0.6950354609929078,0.6950354609929078,0.30141843971631205,0.0035460992907801418,1.429078014184397,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,400,4,282,196,196,86,0,0.6950354609929078,0.6950354609929078,0.3049645390070922,0.0,1.429078014184397,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,400,5,282,196,196,86,0,0.6950354609929078,0.6950354609929078,0.3049645390070922,0.0,1.429078014184397,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 235B,400,6,282,196,196,86,0,0.6950354609929078,0.6950354609929078,0.3049645390070922,0.0,1.429078014184397,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,0,1,282,193,143,30,109,0.6843971631205674,0.5070921985815603,0.10638297872340426,0.38652482269503546,1.822695035460993,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,0,2,282,193,165,40,77,0.6843971631205674,0.5851063829787234,0.14184397163120568,0.2730496453900709,1.822695035460993,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,0,3,282,193,189,63,30,0.6843971631205674,0.6702127659574468,0.22340425531914893,0.10638297872340426,1.822695035460993,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,0,4,282,193,193,73,16,0.6843971631205674,0.6843971631205674,0.25886524822695034,0.05673758865248227,1.822695035460993,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,0,5,282,193,193,89,0,0.6843971631205674,0.6843971631205674,0.31560283687943264,0.0,1.822695035460993,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,0,6,282,193,193,89,0,0.6843971631205674,0.6843971631205674,0.31560283687943264,0.0,1.822695035460993,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,100,1,282,193,138,24,120,0.6843971631205674,0.48936170212765956,0.0851063829787234,0.425531914893617,1.900709219858156,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,100,2,282,193,163,37,82,0.6843971631205674,0.5780141843971631,0.13120567375886524,0.2907801418439716,1.900709219858156,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,100,3,282,193,188,61,33,0.6843971631205674,0.6666666666666666,0.21631205673758866,0.11702127659574468,1.900709219858156,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,100,4,282,193,193,70,19,0.6843971631205674,0.6843971631205674,0.24822695035460993,0.0673758865248227,1.900709219858156,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,100,5,282,193,193,89,0,0.6843971631205674,0.6843971631205674,0.31560283687943264,0.0,1.900709219858156,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,100,6,282,193,193,89,0,0.6843971631205674,0.6843971631205674,0.31560283687943264,0.0,1.900709219858156,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,200,1,282,199,138,22,122,0.7056737588652482,0.48936170212765956,0.07801418439716312,0.4326241134751773,1.8971631205673758,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,200,2,282,199,161,29,92,0.7056737588652482,0.5709219858156028,0.10283687943262411,0.3262411347517731,1.8971631205673758,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,200,3,282,199,196,61,25,0.7056737588652482,0.6950354609929078,0.21631205673758866,0.08865248226950355,1.8971631205673758,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,200,4,282,199,199,69,14,0.7056737588652482,0.7056737588652482,0.24468085106382978,0.04964539007092199,1.8971631205673758,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,200,5,282,199,199,83,0,0.7056737588652482,0.7056737588652482,0.29432624113475175,0.0,1.8971631205673758,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,200,6,282,199,199,83,0,0.7056737588652482,0.7056737588652482,0.29432624113475175,0.0,1.8971631205673758,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,300,1,282,198,138,32,112,0.7021276595744681,0.48936170212765956,0.11347517730496454,0.3971631205673759,1.8404255319148937,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,300,2,282,198,166,41,75,0.7021276595744681,0.5886524822695035,0.1453900709219858,0.26595744680851063,1.8404255319148937,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,300,3,282,198,189,59,34,0.7021276595744681,0.6702127659574468,0.20921985815602837,0.12056737588652482,1.8404255319148937,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,300,4,282,198,196,70,16,0.7021276595744681,0.6950354609929078,0.24822695035460993,0.05673758865248227,1.8404255319148937,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,300,5,282,198,198,84,0,0.7021276595744681,0.7021276595744681,0.2978723404255319,0.0,1.8404255319148937,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,300,6,282,198,198,84,0,0.7021276595744681,0.7021276595744681,0.2978723404255319,0.0,1.8404255319148937,1.0,4.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,400,1,282,189,145,33,104,0.6702127659574468,0.5141843971631206,0.11702127659574468,0.36879432624113473,1.7943262411347518,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,400,2,282,189,162,45,75,0.6702127659574468,0.574468085106383,0.1595744680851064,0.26595744680851063,1.7943262411347518,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,400,3,282,189,186,68,28,0.6702127659574468,0.6595744680851063,0.24113475177304963,0.09929078014184398,1.7943262411347518,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,400,4,282,189,188,77,17,0.6702127659574468,0.6666666666666666,0.2730496453900709,0.06028368794326241,1.7943262411347518,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,400,5,282,189,189,93,0,0.6702127659574468,0.6702127659574468,0.32978723404255317,0.0,1.7943262411347518,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 32B,400,6,282,189,189,93,0,0.6702127659574468,0.6702127659574468,0.32978723404255317,0.0,1.7943262411347518,1.0,3.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,0,1,282,117,13,2,267,0.4148936170212766,0.04609929078014184,0.0070921985815602835,0.9468085106382979,4.070921985815603,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,0,2,282,117,20,3,259,0.4148936170212766,0.07092198581560284,0.010638297872340425,0.9184397163120568,4.070921985815603,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,0,3,282,117,73,18,191,0.4148936170212766,0.25886524822695034,0.06382978723404255,0.6773049645390071,4.070921985815603,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,0,4,282,117,107,26,149,0.4148936170212766,0.37943262411347517,0.09219858156028368,0.5283687943262412,4.070921985815603,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,0,5,282,117,117,165,0,0.4148936170212766,0.4148936170212766,0.5851063829787234,0.0,4.070921985815603,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,0,6,282,117,117,165,0,0.4148936170212766,0.4148936170212766,0.5851063829787234,0.0,4.070921985815603,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,100,1,282,125,4,2,276,0.4432624113475177,0.014184397163120567,0.0070921985815602835,0.9787234042553191,4.177304964539007,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,100,2,282,125,6,4,272,0.4432624113475177,0.02127659574468085,0.014184397163120567,0.9645390070921985,4.177304964539007,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,100,3,282,125,69,12,201,0.4432624113475177,0.24468085106382978,0.0425531914893617,0.7127659574468085,4.177304964539007,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,100,4,282,125,114,21,147,0.4432624113475177,0.40425531914893614,0.07446808510638298,0.5212765957446809,4.177304964539007,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,100,5,282,125,125,157,0,0.4432624113475177,0.4432624113475177,0.5567375886524822,0.0,4.177304964539007,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,100,6,282,125,125,157,0,0.4432624113475177,0.4432624113475177,0.5567375886524822,0.0,4.177304964539007,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,200,1,282,125,3,1,278,0.4432624113475177,0.010638297872340425,0.0035460992907801418,0.9858156028368794,4.26595744680851,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,200,2,282,125,7,1,274,0.4432624113475177,0.024822695035460994,0.0035460992907801418,0.9716312056737588,4.26595744680851,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,200,3,282,125,62,8,212,0.4432624113475177,0.2198581560283688,0.028368794326241134,0.75177304964539,4.26595744680851,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,200,4,282,125,106,19,157,0.4432624113475177,0.375886524822695,0.0673758865248227,0.5567375886524822,4.26595744680851,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,200,5,282,125,125,157,0,0.4432624113475177,0.4432624113475177,0.5567375886524822,0.0,4.26595744680851,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,200,6,282,125,125,157,0,0.4432624113475177,0.4432624113475177,0.5567375886524822,0.0,4.26595744680851,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,300,1,282,121,4,0,278,0.42907801418439717,0.014184397163120567,0.0,0.9858156028368794,4.23404255319149,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,300,2,282,121,10,0,272,0.42907801418439717,0.03546099290780142,0.0,0.9645390070921985,4.23404255319149,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,300,3,282,121,65,10,207,0.42907801418439717,0.23049645390070922,0.03546099290780142,0.7340425531914894,4.23404255319149,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,300,4,282,121,101,26,155,0.42907801418439717,0.35815602836879434,0.09219858156028368,0.549645390070922,4.23404255319149,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,300,5,282,121,121,161,0,0.42907801418439717,0.42907801418439717,0.5709219858156028,0.0,4.23404255319149,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,300,6,282,121,121,161,0,0.42907801418439717,0.42907801418439717,0.5709219858156028,0.0,4.23404255319149,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,400,1,282,117,8,0,274,0.4148936170212766,0.028368794326241134,0.0,0.9716312056737588,4.212765957446808,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,400,2,282,117,16,1,265,0.4148936170212766,0.05673758865248227,0.0035460992907801418,0.9397163120567376,4.212765957446808,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,400,3,282,117,71,7,204,0.4148936170212766,0.25177304964539005,0.024822695035460994,0.723404255319149,4.212765957446808,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,400,4,282,117,101,18,163,0.4148936170212766,0.35815602836879434,0.06382978723404255,0.5780141843971631,4.212765957446808,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,400,5,282,117,117,165,0,0.4148936170212766,0.4148936170212766,0.5851063829787234,0.0,4.212765957446808,5.0,5.0
hierarchical,LoCoMo,LiCoMemory,main_complete,Qwen 8B,400,6,282,117,117,165,0,0.4148936170212766,0.4148936170212766,0.5851063829787234,0.0,4.212765957446808,5.0,5.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,0,1,2000,1696,1696,304,0,0.848,0.848,0.152,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,0,2,2000,1696,1696,304,0,0.848,0.848,0.152,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,0,3,2000,1696,1696,304,0,0.848,0.848,0.152,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,0,4,2000,1696,1696,304,0,0.848,0.848,0.152,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,0,5,2000,1696,1696,304,0,0.848,0.848,0.152,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,0,6,2000,1696,1696,304,0,0.848,0.848,0.152,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,100,1,2000,1509,1509,491,0,0.7545,0.7545,0.2455,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,100,2,2000,1509,1509,491,0,0.7545,0.7545,0.2455,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,100,3,2000,1509,1509,491,0,0.7545,0.7545,0.2455,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,100,4,2000,1509,1509,491,0,0.7545,0.7545,0.2455,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,100,5,2000,1509,1509,491,0,0.7545,0.7545,0.2455,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,100,6,2000,1509,1509,491,0,0.7545,0.7545,0.2455,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,200,1,2000,1437,1437,563,0,0.7185,0.7185,0.2815,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,200,2,2000,1437,1437,563,0,0.7185,0.7185,0.2815,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,200,3,2000,1437,1437,563,0,0.7185,0.7185,0.2815,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,200,4,2000,1437,1437,563,0,0.7185,0.7185,0.2815,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,200,5,2000,1437,1437,563,0,0.7185,0.7185,0.2815,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,200,6,2000,1437,1437,563,0,0.7185,0.7185,0.2815,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,300,1,2000,1414,1414,586,0,0.707,0.707,0.293,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,300,2,2000,1414,1414,586,0,0.707,0.707,0.293,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,300,3,2000,1414,1414,586,0,0.707,0.707,0.293,0.0,1.0,1.0,1.0
hierarchical,LongMemEval,HippoRAG,main_complete,Qwen 235B,300,4,2000,1414,1414,586,0,0.707,0.707,0.293,0.0,1.0,1.0,1.0
